id,klassifikator_kodi,name_uz,name_ru,name_en,davr,miqdor
420,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2014,78.4
420,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2015,83.0
420,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2016,84.2
420,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2017,85.6
420,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2018,86.2
420,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2011,80.1
420,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2019,83.1
420,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2020,83.0
420,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2021,80.1
420,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2022,78.4
420,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2023Q1,72.6
420,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2023Q2,69.4
420,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2023Q3,74.2
420,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2010,61.0
420,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2012,57.4
420,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2013,60.3
420,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2014,62.2
420,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2015,63.2
420,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2016,66.7
420,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2017,73.6
420,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2018,72.7
420,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2011,58.6
420,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2019,70.8
420,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2020,71.6
420,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2021,69.9
420,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2022,68.1
420,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2023Q1,56.9
420,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2023Q2,64.7
420,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2023Q3,68.5
420,1712,Navoiy viloyati,Навоийская область,Navoi region,2010,40.6
420,1712,Navoiy viloyati,Навоийская область,Navoi region,2012,46.4
420,1712,Navoiy viloyati,Навоийская область,Navoi region,2013,46.2
420,1712,Navoiy viloyati,Навоийская область,Navoi region,2014,46.1
420,1712,Navoiy viloyati,Навоийская область,Navoi region,2015,51.0
420,1712,Navoiy viloyati,Навоийская область,Navoi region,2016,50.4
420,1712,Navoiy viloyati,Навоийская область,Navoi region,2017,49.4
420,1712,Navoiy viloyati,Навоийская область,Navoi region,2018,42.3
420,1712,Navoiy viloyati,Навоийская область,Navoi region,2011,48.3
420,1712,Navoiy viloyati,Навоийская область,Navoi region,2019,30.7
420,1712,Navoiy viloyati,Навоийская область,Navoi region,2020,25.7
420,1712,Navoiy viloyati,Навоийская область,Navoi region,2021,27.1
420,1712,Navoiy viloyati,Навоийская область,Navoi region,2022,26.8
420,1712,Navoiy viloyati,Навоийская область,Navoi region,2023Q1,21.8
420,1712,Navoiy viloyati,Навоийская область,Navoi region,2023Q2,24.6
420,1712,Navoiy viloyati,Навоийская область,Navoi region,2023Q3,26.7
420,1714,Namangan viloyati,Наманганская область,Namangan region,2010,72.1
420,1714,Namangan viloyati,Наманганская область,Namangan region,2012,72.7
420,1714,Namangan viloyati,Наманганская область,Namangan region,2013,74.9
420,1714,Namangan viloyati,Наманганская область,Namangan region,2014,75.4
420,1714,Namangan viloyati,Наманганская область,Namangan region,2015,78.7
420,1714,Namangan viloyati,Наманганская область,Namangan region,2016,79.8
420,1714,Namangan viloyati,Наманганская область,Namangan region,2017,80.8
420,1714,Namangan viloyati,Наманганская область,Namangan region,2018,80.5
420,1714,Namangan viloyati,Наманганская область,Namangan region,2011,74.6
420,1714,Namangan viloyati,Наманганская область,Namangan region,2019,75.9
420,1714,Namangan viloyati,Наманганская область,Namangan region,2020,74.7
420,1714,Namangan viloyati,Наманганская область,Namangan region,2021,73.8
420,1714,Namangan viloyati,Наманганская область,Namangan region,2022,72.8
420,1714,Namangan viloyati,Наманганская область,Namangan region,2023Q1,64.5
420,1714,Namangan viloyati,Наманганская область,Namangan region,2023Q2,69.7
420,1714,Namangan viloyati,Наманганская область,Namangan region,2023Q3,72.5
420,1718,Samarqand viloyati,Самаркандская область,Samarkand region,2010,80.5
420,1718,Samarqand viloyati,Самаркандская область,Samarkand region,2012,76.8
420,1718,Samarqand viloyati,Самаркандская область,Samarkand region,2013,76.8
420,1718,Samarqand viloyati,Самаркандская область,Samarkand region,2014,78.0
420,1718,Samarqand viloyati,Самаркандская область,Samarkand region,2015,80.2
420,1718,Samarqand viloyati,Самаркандская область,Samarkand region,2016,81.2
420,1718,Samarqand viloyati,Самаркандская область,Samarkand region,2017,82.6
420,1718,Samarqand viloyati,Самаркандская область,Samarkand region,2018,80.8
420,1718,Samarqand viloyati,Самаркандская область,Samarkand region,2011,80.7
420,1718,Samarqand viloyati,Самаркандская область,Samarkand region,2019,75.2
420,1718,Samarqand viloyati,Самаркандская область,Samarkand region,2020,74.3
420,1718,Samarqand viloyati,Самаркандская область,Samarkand region,2021,74.1
420,1718,Samarqand viloyati,Самаркандская область,Samarkand region,2022,71.4
420,1718,Samarqand viloyati,Самаркандская область,Samarkand region,2023Q1,66.8
420,1718,Samarqand viloyati,Самаркандская область,Samarkand region,2023Q2,69.1
420,1718,Samarqand viloyati,Самаркандская область,Samarkand region,2023Q3,73.1
420,1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,2010,74.0
420,1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,2012,75.1
420,1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,2013,73.6
420,1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,2014,74.4
420,1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,2015,77.4
420,1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,2016,79.1
420,1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,2017,79.5
420,1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,2018,81.2
420,1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,2011,75.4
420,1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,2019,78.8
420,1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,2020,77.2
420,1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,2021,77.0
420,1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,2022,76.8
420,1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,2023Q1,68.9
420,1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,2023Q2,75.0
420,1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,2023Q3,76.7
420,1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,2010,74.2
420,1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,2012,72.0
420,1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,2013,73.0
420,1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,2014,73.9
420,1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,2015,75.1
420,1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,2016,75.9
420,1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,2017,77.9
420,1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,2018,77.8
420,1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,2011,73.8
420,1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,2019,69.8
420,1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,2020,70.7
420,1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,2021,69.1
420,1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,2022,65.4
420,1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,2023Q1,55.1
420,1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,2023Q2,61.3
420,1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,2023Q3,65.5
420,1727,Toshkent viloyati,Ташкентская область,Tashkent region,2010,64.0
420,1727,Toshkent viloyati,Ташкентская область,Tashkent region,2012,65.6
420,1727,Toshkent viloyati,Ташкентская область,Tashkent region,2013,62.3
420,1727,Toshkent viloyati,Ташкентская область,Tashkent region,2014,64.3
420,1727,Toshkent viloyati,Ташкентская область,Tashkent region,2015,66.5
420,1727,Toshkent viloyati,Ташкентская область,Tashkent region,2016,67.9
420,1727,Toshkent viloyati,Ташкентская область,Tashkent region,2017,65.0
420,1727,Toshkent viloyati,Ташкентская область,Tashkent region,2018,58.9
420,1727,Toshkent viloyati,Ташкентская область,Tashkent region,2011,64.5
420,1727,Toshkent viloyati,Ташкентская область,Tashkent region,2019,51.3
420,1727,Toshkent viloyati,Ташкентская область,Tashkent region,2020,49.5
420,1727,Toshkent viloyati,Ташкентская область,Tashkent region,2021,45.6
420,1727,Toshkent viloyati,Ташкентская область,Tashkent region,2022,46.5
420,1727,Toshkent viloyati,Ташкентская область,Tashkent region,2023Q1,46.4
420,1727,Toshkent viloyati,Ташкентская область,Tashkent region,2023Q2,47.7
420,1727,Toshkent viloyati,Ташкентская область,Tashkent region,2023Q3,48.8
420,1730,Farg'ona viloyati,Ферганская область,Fergana region,2010,64.9
420,1730,Farg'ona viloyati,Ферганская область,Fergana region,2012,65.5
420,1730,Farg'ona viloyati,Ферганская область,Fergana region,2013,63.9
420,1730,Farg'ona viloyati,Ферганская область,Fergana region,2014,63.6
420,1730,Farg'ona viloyati,Ферганская область,Fergana region,2015,69.7
420,1730,Farg'ona viloyati,Ферганская область,Fergana region,2016,73.9
420,1730,Farg'ona viloyati,Ферганская область,Fergana region,2017,71.7
420,1730,Farg'ona viloyati,Ферганская область,Fergana region,2018,71.3
420,1730,Farg'ona viloyati,Ферганская область,Fergana region,2011,65.5
420,1730,Farg'ona viloyati,Ферганская область,Fergana region,2019,69.3
420,1730,Farg'ona viloyati,Ферганская область,Fergana region,2020,70.7
420,1730,Farg'ona viloyati,Ферганская область,Fergana region,2021,69.8
420,1730,Farg'ona viloyati,Ферганская область,Fergana region,2022,68.9
420,1730,Farg'ona viloyati,Ферганская область,Fergana region,2023Q1,62.3
420,1730,Farg'ona viloyati,Ферганская область,Fergana region,2023Q2,67.4
420,1730,Farg'ona viloyati,Ферганская область,Fergana region,2023Q3,69.6
420,1733,Xorazm viloyati,Хорезмская область,Khorezm region,2010,77.5
420,1733,Xorazm viloyati,Хорезмская область,Khorezm region,2012,74.8
420,1733,Xorazm viloyati,Хорезмская область,Khorezm region,2013,73.6
420,1733,Xorazm viloyati,Хорезмская область,Khorezm region,2014,75.0
420,1733,Xorazm viloyati,Хорезмская область,Khorezm region,2015,77.1
420,1733,Xorazm viloyati,Хорезмская область,Khorezm region,2016,79.4
420,1733,Xorazm viloyati,Хорезмская область,Khorezm region,2017,79.1
420,1733,Xorazm viloyati,Хорезмская область,Khorezm region,2018,79.1
420,1733,Xorazm viloyati,Хорезмская область,Khorezm region,2011,76.2
420,1733,Xorazm viloyati,Хорезмская область,Khorezm region,2019,76.4
420,1733,Xorazm viloyati,Хорезмская область,Khorezm region,2020,76.2
420,1733,Xorazm viloyati,Хорезмская область,Khorezm region,2021,73.7
420,1733,Xorazm viloyati,Хорезмская область,Khorezm region,2022,71.6
420,1733,Xorazm viloyati,Хорезмская область,Khorezm region,2023Q1,64.8
420,1733,Xorazm viloyati,Хорезмская область,Khorezm region,2023Q2,68.3
420,1733,Xorazm viloyati,Хорезмская область,Khorezm region,2023Q3,71.7
420,1726,Toshkent shahri,город Ташкент,Tashkent city,2010,64.0
420,1726,Toshkent shahri,город Ташкент,Tashkent city,2012,58.9
420,1726,Toshkent shahri,город Ташкент,Tashkent city,2013,63.5
420,1726,Toshkent shahri,город Ташкент,Tashkent city,2014,63.3
420,1726,Toshkent shahri,город Ташкент,Tashkent city,2015,66.7
420,1726,Toshkent shahri,город Ташкент,Tashkent city,2016,68.1
420,1726,Toshkent shahri,город Ташкент,Tashkent city,2017,63.0
420,1726,Toshkent shahri,город Ташкент,Tashkent city,2018,64.8
420,1726,Toshkent shahri,город Ташкент,Tashkent city,2011,60.7
420,1726,Toshkent shahri,город Ташкент,Tashkent city,2019,53.1
420,1726,Toshkent shahri,город Ташкент,Tashkent city,2020,51.5
420,1726,Toshkent shahri,город Ташкент,Tashkent city,2021,48.8
420,1726,Toshkent shahri,город Ташкент,Tashkent city,2022,46.8
420,1726,Toshkent shahri,город Ташкент,Tashkent city,2023Q1,49.7
420,1726,Toshkent shahri,город Ташкент,Tashkent city,2023Q2,48.5
420,1726,Toshkent shahri,город Ташкент,Tashkent city,2023Q3,48.4
456,1700,O'zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,2010,10132.9
456,1700,O'zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,2011,13586.8
456,1700,O'zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,2012,17114.6
456,1700,O'zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,2013,23312.0
456,1700,O'zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,2014,30907.0
456,1700,O'zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,2015,39643.5
456,1700,O'zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,2016,50654.5
456,1700,O'zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,2017,61367.8
456,1700,O'zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,2018,87962.0
456,1700,O'zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,2019,83344.2
456,1700,O'zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,2020,103020.8
456,1700,O'zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,2021,124907.9
456,1700,O'zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,2022,143892.7
456,1700,O'zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,2023Q1,37219.5
456,1700,O'zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,2023Q2,76390.5
456,1700,O'zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,2023Q3,119088.5
456,1735,Qoraqalpog'iston Respublikasi,Республика Каракалпакстан,The Republic of Karakalpakstan,2010,205.4
456,1735,Qoraqalpog'iston Respublikasi,Республика Каракалпакстан,The Republic of Karakalpakstan,2011,259.5
456,1735,Qoraqalpog'iston Respublikasi,Республика Каракалпакстан,The Republic of Karakalpakstan,2012,338.4
456,1735,Qoraqalpog'iston Respublikasi,Республика Каракалпакстан,The Republic of Karakalpakstan,2013,533.1
456,1735,Qoraqalpog'iston Respublikasi,Республика Каракалпакстан,The Republic of Karakalpakstan,2014,713.3
456,1735,Qoraqalpog'iston Respublikasi,Республика Каракалпакстан,The Republic of Karakalpakstan,2015,1006.3
456,1735,Qoraqalpog'iston Respublikasi,Республика Каракалпакстан,The Republic of Karakalpakstan,2016,1133.4
456,1735,Qoraqalpog'iston Respublikasi,Республика Каракалпакстан,The Republic of Karakalpakstan,2017,1365.4
456,1735,Qoraqalpog'iston Respublikasi,Республика Каракалпакстан,The Republic of Karakalpakstan,2018,2219.3
456,1735,Qoraqalpog'iston Respublikasi,Республика Каракалпакстан,The Republic of Karakalpakstan,2019,2517.5
456,1735,Qoraqalpog'iston Respublikasi,Республика Каракалпакстан,The Republic of Karakalpakstan,2020,3457.4
456,1735,Qoraqalpog'iston Respublikasi,Республика Каракалпакстан,The Republic of Karakalpakstan,2021,3675.4
456,1735,Qoraqalpog'iston Respublikasi,Республика Каракалпакстан,The Republic of Karakalpakstan,2022,3606.7
456,1735,Qoraqalpog'iston Respublikasi,Республика Каракалпакстан,The Republic of Karakalpakstan,2023Q1,758.5
456,1735,Qoraqalpog'iston Respublikasi,Республика Каракалпакстан,The Republic of Karakalpakstan,2023Q2,2057.1
456,1735,Qoraqalpog'iston Respublikasi,Республика Каракалпакстан,The Republic of Karakalpakstan,2023Q3,3570.2
456,1703,Andijon viloyati,Андижанская область,Andijan region,2010,726.4
456,1703,Andijon viloyati,Андижанская область,Andijan region,2011,1055.6
456,1703,Andijon viloyati,Андижанская область,Andijan region,2012,1291.9
456,1703,Andijon viloyati,Андижанская область,Andijan region,2013,1880.8
456,1703,Andijon viloyati,Андижанская область,Andijan region,2014,2446.8
456,1703,Andijon viloyati,Андижанская область,Andijan region,2015,3115.3
456,1703,Andijon viloyati,Андижанская область,Andijan region,2016,4011.2
456,1703,Andijon viloyati,Андижанская область,Andijan region,2017,4572.2
456,1703,Andijon viloyati,Андижанская область,Andijan region,2018,5820.9
456,1703,Andijon viloyati,Андижанская область,Andijan region,2019,5878.3
456,1703,Andijon viloyati,Андижанская область,Andijan region,2020,7776.8
456,1703,Andijon viloyati,Андижанская область,Andijan region,2021,9772.8
456,1703,Andijon viloyati,Андижанская область,Andijan region,2022,12180.9
456,1703,Andijon viloyati,Андижанская область,Andijan region,2023Q1,3468.8
456,1703,Andijon viloyati,Андижанская область,Andijan region,2023Q2,6708.4
456,1703,Andijon viloyati,Андижанская область,Andijan region,2023Q3,10982.0
456,1706,Buxoro viloyati,Бухарская область,Bukhara region,2010,477.0
456,1706,Buxoro viloyati,Бухарская область,Bukhara region,2011,639.1
456,1706,Buxoro viloyati,Бухарская область,Bukhara region,2012,803.7
456,1706,Buxoro viloyati,Бухарская область,Bukhara region,2013,1117.7
456,1706,Buxoro viloyati,Бухарская область,Bukhara region,2014,1592.9
456,1706,Buxoro viloyati,Бухарская область,Bukhara region,2015,2121.0
456,1706,Buxoro viloyati,Бухарская область,Bukhara region,2016,2563.2
456,1706,Buxoro viloyati,Бухарская область,Bukhara region,2017,2795.1
456,1706,Buxoro viloyati,Бухарская область,Bukhara region,2018,3568.6
456,1706,Buxoro viloyati,Бухарская область,Bukhara region,2019,4778.7
456,1706,Buxoro viloyati,Бухарская область,Bukhara region,2020,6170.9
456,1706,Buxoro viloyati,Бухарская область,Bukhara region,2021,8048.8
456,1706,Buxoro viloyati,Бухарская область,Bukhara region,2022,9104.5
456,1706,Buxoro viloyati,Бухарская область,Bukhara region,2023Q1,2327.2
456,1706,Buxoro viloyati,Бухарская область,Bukhara region,2023Q2,5377.4
456,1706,Buxoro viloyati,Бухарская область,Bukhara region,2023Q3,7054.1
456,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2010,221.0
456,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2011,303.3
456,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2012,350.8
456,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2013,461.3
456,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2014,579.4
456,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2015,773.6
456,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2016,1182.3
456,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2017,1629.5
456,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2018,2390.8
456,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2019,2638.0
456,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2020,3808.1
456,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2021,4533.2
456,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2022,5700.8
456,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2023Q1,2414.3
456,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2023Q2,2260.5
456,1708,Jizzax viloyati,Джизакская область,Jizzakh region,2023Q3,3449.2
456,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2010,1441.2
456,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2011,806.5
456,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2012,955.3
456,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2013,1501.8
456,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2014,1754.2
456,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2015,2187.0
456,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2016,2596.2
456,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2017,2526.2
456,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2018,3191.6
456,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2019,4062.2
456,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2020,5049.0
456,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2021,5124.1
456,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2022,5213.0
456,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2023Q1,1418.6
456,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2023Q2,3010.7
456,1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,2023Q3,4372.6
456,1712,Navoiy viloyati,Навоийская область,Navoi region,2010,350.8
456,1712,Navoiy viloyati,Навоийская область,Navoi region,2011,476.2
